short_name,overall,potential, value_eur , wage_eur ,age,height_cm,weight_kg,club_name,league_name,club_position,attack_position,nationality_name,preferred_foot,international_reputation,body_type,pace,shooting,passing,dribbling,defending,physic
G. Ferrari,73,74,2800000,24000,29,189,82,U.S. Sassuolo Calcio,Italian Serie A,RCB,Defense,Italy,Left,1,Normal (185+),53,27,39,49,75,79
Kike Barja,73,79,4800000,19000,24,178,69,CA Osasuna,Spain Primera Division,RM,Midfield,Spain,Right,1,Lean (170-185),76,66,67,73,34,61
Raúl Guti,73,80,6000000,14000,24,177,74,Elche CF,Spain Primera Division,RCM,Midfield,Spain,Right,1,Normal (170-185),68,68,69,70,67,79
M. Svanberg,73,80,6000000,22000,22,185,77,Bologna,Italian Serie A,LDM,Midfield,Sweden,Right,1,Normal (185+),77,66,74,76,62,68
G. Pereiro,73,75,3800000,25000,26,188,75,Cagliari,Italian Serie A,CAM,Midfield,Uruguay,Left,2,Normal (185+),70,73,70,77,40,67
K. Amian,73,77,3900000,12000,23,180,78,Spezia,Italian Serie A,RM,Midfield,France,Right,1,Normal (170-185),79,48,63,68,73,79
R. Pierre-Gabriel,73,78,4300000,16000,23,177,80,Stade Brestois 29,French Ligue 1,RB,Defense,France,Right,1,Stocky (170-185),76,48,60,69,71,72
N. Molina,73,81,6500000,11000,23,175,70,Udinese Calcio,Italian Serie A,RM,Midfield,Argentina,Right,1,Lean (170-185),78,64,67,72,68,66
W. Faes,73,80,5500000,16000,23,187,82,Stade de Reims,French Ligue 1,CB,Defense,Belgium,Right,1,Normal (185+),55,37,54,57,73,75
V. Janelt,73,80,5500000,28000,23,184,79,Brentford,English Premier League,LCM,Midfield,Germany,Left,1,Lean (170-185),66,62,66,68,70,75
K. Bonifazi,73,78,4000000,22000,25,187,85,Bologna,Italian Serie A,RCB,Defense,Italy,Right,1,Normal (185+),52,35,51,56,75,64
J. Bellegarde,73,81,6500000,17000,23,172,70,RC Strasbourg Alsace,French Ligue 1,RCM,Midfield,France,Right,1,Normal (170-185),79,60,69,75,69,69
Santi Comesaña,73,79,4400000,13000,24,184,75,Rayo Vallecano,Spain Primera Division,LDM,Midfield,Spain,Right,1,Lean (170-185),63,67,64,69,72,73
S. Doumbia,73,78,4300000,15000,24,175,64,Angers SCO,French Ligue 1,LM,Midfield,Côte d'Ivoire,Left,1,Lean (170-185),86,43,62,70,68,69
P. Cutrone,73,78,4700000,51000,23,183,79,Empoli,Italian Serie A,LS,Attack,Italy,Right,1,Normal (170-185),72,71,55,71,29,69
K. Danso,73,79,4400000,18000,22,190,87,Racing Club de Lens,French Ligue 1,CB,Defense,Austria,Right,1,Lean (185+),78,32,45,56,72,76
I. Niane,73,81,7000000,15000,22,187,73,FC Metz,French Ligue 1,LS,Attack,Senegal,Right,1,Normal (185+),82,74,54,71,20,62
M. Guéhi,73,84,6000000,26000,20,185,75,Crystal Palace,English Premier League,LCB,Defense,England,Right,1,Stocky (185+),71,31,49,64,74,72
M. Bayo,73,80,6000000,15000,23,188,76,Clermont Foot 63,French Ligue 1,ST,Attack,Guinea,Right,1,Lean (185+),72,75,60,73,25,60
A. Laurienté,73,80,6000000,14000,22,171,59,FC Lorient,French Ligue 1,LS,Attack,France,Right,1,Normal (170-185),77,72,70,76,33,45
Catena,73,76,3500000,15000,26,194,82,Rayo Vallecano,Spain Primera Division,LCB,Defense,Spain,Right,1,Lean (185+),68,39,54,50,74,78
B. Kouyaté,73,79,4400000,12000,24,192,78,FC Metz,French Ligue 1,CB,Defense,Mali,Right,1,Lean (185+),62,37,50,58,73,77
Son,73,74,3200000,20000,27,178,72,Levante Unión Deportiva,Spain Primera Division,RB,Defense,Spain,Right,1,Normal (170-185),84,50,64,71,67,72
Y. Maçon,73,79,4600000,19000,22,176,74,AS Saint-Étienne,French Ligue 1,RB,Defense,France,Right,1,Normal (170-185),86,50,62,72,67,69
I. Grbić,73,79,3800000,25000,25,195,93,LOSC Lille,French Ligue 1,GK,GoalKeeper,Croatia,Right,1,Normal (185+),,,,,,
J. Morel,72,72,425000,9000,37,172,71,FC Lorient,French Ligue 1,LCB,Defense,Madagascar,Left,2,Normal (170-185),50,44,60,57,74,71
C. Cathcart,72,72,1500000,32000,32,190,83,Watford,English Premier League,RB,Defense,Northern Ireland,Right,1,Lean (185+),35,37,55,53,74,71
Fábio,72,72,2000000,17000,30,172,74,FC Nantes,French Ligue 1,LB,Defense,Brazil,Right,2,Lean (170-185),75,54,69,73,70,67
S. Duffy,72,72,2000000,35000,29,193,76,Brighton & Hove Albion,English Premier League,CB,Defense,Republic of Ireland,Right,1,Normal (185+),41,47,49,48,72,79
J. Obi,72,72,2200000,28000,30,177,72,US Salernitana 1919,Italian Serie A,LCM,Midfield,Nigeria,Left,1,Normal (170-185),83,67,69,74,74,75
B. Gibson,72,73,2200000,23000,28,185,78,Norwich City,English Premier League,LCB,Defense,England,Left,1,Normal (185+),53,29,49,52,73,68
Y. Touzghar,72,72,1100000,15000,34,179,75,ESTAC Troyes,French Ligue 1,ST,Attack,Tunisia,Right,1,Lean (170-185),71,73,61,72,24,69
J. Murphy,72,73,2800000,27000,26,179,74,Newcastle United,English Premier League,RWB,Defense,England,Right,1,Lean (170-185),78,67,68,74,61,63
Bigas,72,72,1900000,13000,30,181,78,Elche CF,Spain Primera Division,LCB,Defense,Spain,Left,1,Normal (170-185),66,52,59,61,72,73
José Mari,72,72,1200000,19000,33,180,69,Cádiz CF,Spain Primera Division,RDM,Midfield,Spain,Right,1,Lean (170-185),65,60,67,66,68,73
D. Biraschi,72,74,2600000,12000,26,182,72,Genoa,Italian Serie A,RCB,Defense,Italy,Right,1,Normal (170-185),58,35,56,62,75,64
Unai García,72,73,2200000,18000,28,186,81,CA Osasuna,Spain Primera Division,RCB,Defense,Spain,Left,1,Normal (185+),60,41,59,54,73,75
Sandro,72,75,3100000,10000,25,175,71,Getafe CF,Spain Primera Division,LS,Attack,Spain,Right,2,Normal (170-185),64,75,65,76,30,62
C. Hountondji,72,74,2500000,13000,27,195,81,Clermont Foot 63,French Ligue 1,RCB,Defense,Benin,Right,1,Lean (185+),41,33,52,56,73,72
Sergi Canós,72,76,3400000,30000,24,175,66,Brentford,English Premier League,RWB,Defense,Spain,Right,1,Lean (170-185),71,69,67,74,54,68
M. Doumbia,72,72,2600000,18000,26,173,68,Stade de Reims,French Ligue 1,LW,Attack,Mali,Right,1,Lean (170-185),81,67,67,74,38,63
L. Mancuso,72,72,2300000,35000,29,182,77,Empoli,Italian Serie A,RS,Attack,Italy,Right,1,Normal (170-185),76,72,62,74,34,68
J. Laporte,72,74,2500000,13000,27,185,82,FC Lorient,French Ligue 1,CB,Defense,France,Right,1,Normal (185+),51,27,44,51,72,80
F. Sierralta,72,78,3400000,27000,24,190,83,Watford,English Premier League,LCB,Defense,Chile,Right,1,Lean (185+),53,30,50,53,70,76
J. Berthomier,72,72,1900000,14000,31,177,74,Clermont Foot 63,French Ligue 1,CAM,Midfield,France,Left,1,Normal (170-185),69,69,75,74,51,65
A. Desmas,72,74,2100000,10000,27,196,87,Clermont Foot 63,French Ligue 1,GK,GoalKeeper,France,Right,1,Lean (185+),,,,,,
I. Sissoko,72,78,3700000,15000,23,193,90,RC Strasbourg Alsace,French Ligue 1,CDM,Midfield,France,Right,1,Normal (185+),50,55,65,66,71,84
O. Etebo,72,76,3200000,20000,25,176,70,Watford,English Premier League,CDM,Midfield,Nigeria,Right,1,Normal (170-185),77,65,68,75,71,81
O. El Hajjam,72,72,1900000,13000,30,180,72,ESTAC Troyes,French Ligue 1,RCB,Defense,Morocco,Right,1,Normal (170-185),70,46,65,68,73,74
Luan Peres,72,75,2700000,23000,26,190,79,Olympique de Marseille,French Ligue 1,LCB,Defense,Brazil,Left,1,Lean (185+),71,34,59,64,74,70
M. Munetsi,72,78,3300000,16000,25,188,83,Stade de Reims,French Ligue 1,LCM,Midfield,Zimbabwe,Right,1,Normal (185+),63,48,65,65,70,75
Y. Salmier,72,73,2200000,13000,28,188,85,ESTAC Troyes,French Ligue 1,LCB,Defense,France,Right,1,Normal (185+),43,28,45,53,72,80
N. Cozza,72,80,4900000,14000,22,178,72,Montpellier Hérault SC,French Ligue 1,LB,Defense,France,Left,1,Normal (170-185),77,37,61,66,73,71
A. Gravillon,72,77,3200000,42000,23,185,80,Stade de Reims,French Ligue 1,RCB,Defense,France,Right,1,Normal (185+),62,42,48,55,72,75
L. Štulac,72,76,2900000,29000,26,175,70,Empoli,Italian Serie A,LCM,Midfield,Slovenia,Right,1,Lean (170-185),70,61,68,67,69,70
T. Augello,72,73,2500000,13000,26,180,70,U.C. Sampdoria,Italian Serie A,LB,Defense,Italy,Left,1,Normal (170-185),76,39,64,69,67,61
B. Gilmour,72,86,5500000,43000,20,170,66,Norwich City,English Premier League,CDM,Midfield,Scotland,Right,1,Lean (170-),67,54,70,73,68,55
J. Allevinah,72,73,2800000,14000,26,172,70,Clermont Foot 63,French Ligue 1,LM,Midfield,Gabon,Right,1,Stocky (170-185),86,69,63,74,28,51
M. Bard,72,82,4900000,14000,20,173,65,OGC Nice,French Ligue 1,LB,Defense,France,Left,1,Normal (170-185),78,48,63,73,67,70
K. de la Fuente,72,83,5000000,16000,19,170,63,Olympique de Marseille,French Ligue 1,LM,Midfield,United States,Right,1,Normal (170-),83,64,68,73,19,49
I. Ilić,72,82,5000000,14000,20,187,75,Hellas Verona,Italian Serie A,RCM,Midfield,Serbia,Left,1,Lean (185+),69,64,72,74,62,66
A. Ismajli,72,76,3000000,25000,24,185,76,Empoli,Italian Serie A,RCB,Defense,Albania,Right,1,Lean (185+),72,28,49,61,74,66
E. Green,72,81,4400000,11000,20,190,78,AS Saint-Étienne,French Ligue 1,GK,GoalKeeper,England,Right,1,Lean (185+),,,,,,
S. Strandberg,71,71,1500000,23000,30,189,80,US Salernitana 1919,Italian Serie A,CB,Defense,Norway,Right,1,Normal (185+),67,43,53,58,71,75
F. Ogier,71,71,1200000,11000,32,183,73,Clermont Foot 63,French Ligue 1,LCB,Defense,France,Right,1,Lean (170-185),41,31,39,52,73,78
S. Sabelli,71,71,1700000,11000,28,176,70,Genoa,Italian Serie A,RM,Midfield,Italy,Right,1,Lean (170-185),76,40,60,64,68,72
V. Haroyan,71,72,1800000,17000,28,185,75,Cádiz CF,Spain Primera Division,RCB,Defense,Armenia,Right,1,Normal (185+),58,30,49,51,72,75
J. Cabot,71,71,2000000,15000,27,164,64,Angers SCO,French Ligue 1,RM,Midfield,France,Right,1,Normal (170-),91,66,60,75,28,53
N. Gyömbér,71,71,1600000,24000,28,189,74,US Salernitana 1919,Italian Serie A,RCB,Defense,Slovakia,Right,1,Lean (185+),57,31,42,50,73,67
L. Venuti,71,74,2300000,27000,26,176,66,Fiorentina,Italian Serie A,RB,Defense,Italy,Right,1,Normal (170-185),73,26,59,66,68,61
S. Luperto,71,77,2700000,26000,24,191,75,Empoli,Italian Serie A,LCB,Defense,Italy,Left,1,Lean (185+),49,55,60,59,74,68
P. Stojanović,71,75,2400000,550,25,178,72,Empoli,Italian Serie A,RB,Defense,Slovenia,Right,1,Lean (170-185),79,50,68,70,63,72
Dalbert,71,71,2000000,47000,27,181,70,Cagliari,Italian Serie A,LM,Midfield,Brazil,Left,1,Lean (170-185),84,57,67,72,66,68
V. Nsimba,71,71,1800000,11000,27,167,67,Clermont Foot 63,French Ligue 1,LB,Defense,Congo DR,Left,1,Normal (170-),85,59,63,69,65,61
G. Maggiore,71,75,2700000,10000,23,184,69,Spezia,Italian Serie A,LCM,Midfield,Italy,Right,1,Lean (170-185),66,59,65,70,64,67
A. Bassi,71,77,3000000,11000,23,173,69,FC Metz,French Ligue 1,CAM,Midfield,Morocco,Right,1,Normal (170-185),69,67,68,74,49,61
Jordi Mboula,71,80,4200000,14000,22,183,74,RCD Mallorca,Spain Primera Division,RM,Midfield,Spain,Right,1,Lean (170-185),87,66,62,75,32,63
G. Vicario,71,77,2400000,12000,24,188,76,Empoli,Italian Serie A,GK,GoalKeeper,Italy,Right,1,Lean (185+),,,,,,
T. Mitchell,71,79,4000000,20000,21,180,70,Crystal Palace,English Premier League,LB,Defense,England,Left,1,Lean (170-185),74,37,56,66,71,65
Gonzalo Verdú,71,71,1200000,12000,32,185,80,Elche CF,Spain Primera Division,CB,Defense,Spain,Right,1,Normal (185+),57,53,55,56,72,77
M. Erlić,71,75,2400000,15000,23,193,88,Spezia,Italian Serie A,RCB,Defense,Croatia,Right,1,Normal (185+),56,33,49,51,71,73
F. Russo,71,75,2300000,15000,26,185,78,RCD Mallorca,Spain Primera Division,LCB,Defense,Argentina,Right,1,Normal (185+),66,30,50,48,74,71
E. Le Fée,71,81,4200000,9000,21,170,58,FC Lorient,French Ligue 1,RCM,Midfield,France,Right,1,Lean (170-),63,53,73,75,56,46
G. Mensah,71,78,3600000,13000,22,178,64,FC Girondins de Bordeaux,French Ligue 1,LWB,Defense,Ghana,Left,1,Lean (170-185),75,56,64,71,65,65
N. Mbuku,71,83,4400000,9000,19,170,65,Stade de Reims,French Ligue 1,RW,Attack,France,Left,1,Normal (170-),78,64,67,76,34,49
J. Giraudon,70,70,1300000,10000,29,184,66,ESTAC Troyes,French Ligue 1,CB,Defense,France,Right,1,Lean (170-185),53,36,58,58,71,72
D. Bachmann,70,73,1600000,20000,26,191,81,Watford,English Premier League,GK,GoalKeeper,Austria,Right,1,Normal (185+),,,,,,
S. Gregersen,70,75,2100000,13000,26,191,83,FC Girondins de Bordeaux,French Ligue 1,RCB,Defense,Norway,Right,1,Normal (185+),75,44,46,45,67,82
L. Lezzerini,70,73,1600000,9000,26,195,86,Venezia FC,Italian Serie A,GK,GoalKeeper,Italy,Right,1,Lean (185+),,,,,,
Aarón,70,75,1900000,9000,25,185,71,Granada CF,Spain Primera Division,GK,GoalKeeper,Spain,Right,1,Lean (185+),,,,,,
V. Milinković-Savić,70,75,1900000,13000,24,202,90,Torino F.C.,Italian Serie A,GK,GoalKeeper,Serbia,Right,1,Normal (185+),,,,,,
N. Haas,70,73,2100000,22000,25,181,74,Empoli,Italian Serie A,RCM,Midfield,Switzerland,Right,1,Lean (170-185),77,58,70,72,62,67
Brian Oliván,70,71,1700000,13000,27,177,73,RCD Mallorca,Spain Primera Division,LB,Defense,Spain,Left,1,Lean (170-185),73,56,59,68,65,76
M. Udol,70,74,2100000,9000,25,178,68,FC Metz,French Ligue 1,LCB,Defense,France,Left,1,Normal (170-185),69,42,62,69,69,69
D. Okereke,70,76,2500000,13000,23,181,77,Venezia FC,Italian Serie A,RW,Attack,Nigeria,Right,1,Normal (170-185),85,67,54,73,26,66
D. Johnsen,70,74,2300000,11000,23,185,75,Venezia FC,Italian Serie A,LW,Attack,Norway,Right,1,Lean (185+),80,60,67,72,32,59
R. Kouamé,70,77,3200000,9000,24,177,68,ESTAC Troyes,French Ligue 1,RCM,Midfield,Mali,Left,1,Lean (170-185),67,52,67,71,67,73
Moreto Cassamá,70,78,3300000,11000,23,165,63,Stade de Reims,French Ligue 1,RCM,Midfield,Guinea Bissau,Right,1,Normal (170-),72,57,68,75,65,62
Rogério,70,79,3400000,13000,23,178,70,U.S. Sassuolo Calcio,Italian Serie A,LB,Defense,Brazil,Left,1,Normal (170-185),75,53,65,72,67,59
Monchu,70,81,3600000,9000,21,173,68,Granada CF,Spain Primera Division,RCM,Midfield,Spain,Right,1,Normal (170-185),70,65,68,71,65,65
M. Kilman,70,78,3300000,29000,24,195,80,Wolverhampton Wanderers,English Premier League,RCB,Defense,England,Left,1,Normal (185+),58,42,59,62,70,74
J. Chotard,70,80,3400000,8000,19,179,70,Montpellier Hérault SC,French Ligue 1,LDM,Midfield,France,Right,1,Normal (170-185),69,54,71,73,62,64
N. Rovella,70,87,4100000,19000,19,179,70,Genoa,Italian Serie A,LCM,Midfield,Italy,Right,1,Lean (170-185),67,49,68,73,62,64
O. Bukari,70,77,3200000,11000,22,170,68,FC Nantes,French Ligue 1,RM,Midfield,Ghana,Right,1,Normal (170-),87,63,62,76,29,62
P. Sarr,70,82,3700000,14000,18,184,70,FC Metz,French Ligue 1,LCM,Midfield,Senegal,Right,1,Lean (170-185),67,63,68,71,65,58
E. Saveljich,69,69,1100000,9000,30,187,80,Rayo Vallecano,Spain Primera Division,RCB,Defense,Montenegro,Right,1,Normal (185+),45,32,46,43,69,80
J. Iglesias,69,69,925000,8000,32,171,69,Clermont Foot 63,French Ligue 1,RDM,Midfield,Uruguay,Right,1,Normal (170-185),56,59,68,65,65,62
D. Črnigoj,69,71,1700000,10000,25,185,70,Venezia FC,Italian Serie A,LCM,Midfield,Slovenia,Right,1,Normal (185+),71,59,68,69,37,64
N. Bajrami,69,80,3100000,18000,22,179,68,Empoli,Italian Serie A,CAM,Midfield,Switzerland,Right,1,Lean (170-185),74,59,67,70,57,64
D. Frattesi,69,81,3400000,11000,21,184,74,U.S. Sassuolo Calcio,Italian Serie A,RDM,Midfield,Italy,Right,1,Normal (170-185),74,68,68,72,61,66
L. Perrin,69,74,1900000,13000,22,187,71,RC Strasbourg Alsace,French Ligue 1,LCB,Defense,France,Right,1,Lean (185+),47,35,49,54,71,69
A. Hickey,69,82,3200000,7000,19,175,72,Bologna,Italian Serie A,LB,Defense,Scotland,Right,1,Lean (170-185),69,50,65,67,66,56
L. Brassier,69,76,2600000,6000,21,184,78,Stade Brestois 29,French Ligue 1,LCB,Defense,France,Left,1,Normal (170-185),68,36,56,64,68,73
E. Touré,69,80,3000000,8000,19,185,72,Stade de Reims,French Ligue 1,ST,Attack,Mali,Right,1,Normal (185+),73,70,54,68,22,66
S. Sow,69,81,3000000,4000,18,185,78,AS Saint-Étienne,French Ligue 1,RCB,Defense,Guinea,Right,1,Normal (185+),63,41,54,60,69,66
Matheus Thuler,69,76,2600000,9000,22,186,86,Montpellier Hérault SC,French Ligue 1,RCB,Defense,Brazil,Right,1,Normal (185+),65,33,43,51,68,75
S. Bastoni,68,72,1600000,6000,24,181,74,Spezia,Italian Serie A,RCM,Midfield,Italy,Left,1,Normal (170-185),64,54,67,68,65,60
H. Mendes,68,73,1700000,6000,23,184,73,FC Lorient,French Ligue 1,RCB,Defense,France,Right,1,Lean (170-185),76,42,60,62,65,70
R. Marchizza,68,75,2300000,10000,23,186,80,Empoli,Italian Serie A,LB,Defense,Italy,Left,1,Normal (185+),60,29,54,62,68,67
D. Nikolaou,68,76,2500000,6000,22,190,92,Spezia,Italian Serie A,CB,Defense,Greece,Left,1,Normal (185+),56,37,45,42,69,72
P. Mazzocchi,68,70,1400000,7000,25,180,74,Venezia FC,Italian Serie A,RB,Defense,Italy,Right,1,Lean (170-185),76,56,62,67,65,70
Ricardo Mangas,68,77,2600000,5000,23,179,66,FC Girondins de Bordeaux,French Ligue 1,LCB,Defense,Portugal,Left,1,Lean (170-185),68,36,53,65,67,69
Igor Silva,68,73,1700000,6000,24,173,66,FC Lorient,French Ligue 1,RWB,Defense,Brazil,Right,1,Normal (170-185),79,51,61,71,63,63
G. Biancone,68,78,2600000,5000,21,187,79,ESTAC Troyes,French Ligue 1,LWB,Defense,France,Right,1,Normal (185+),72,47,59,66,61,74
J. Ramsey,68,83,2900000,16000,20,180,72,Aston Villa,English Premier League,LCM,Midfield,England,Right,1,Lean (170-185),67,58,62,71,44,60
I. Kabore,68,82,2800000,24000,20,180,70,ESTAC Troyes,French Ligue 1,RWB,Defense,Burkina Faso,Right,1,Normal (170-185),91,27,58,64,58,70
L. Gueye,68,76,2700000,8000,23,178,74,FC Metz,French Ligue 1,RS,Attack,Senegal,Right,1,Lean (170-185),76,70,64,70,24,55
A. Carboni,68,81,2700000,8000,20,185,80,Cagliari,Italian Serie A,LCB,Defense,Italy,Left,1,Lean (185+),56,28,54,61,70,64
T. Pembélé,68,81,2700000,7000,18,182,76,FC Girondins de Bordeaux,French Ligue 1,RWB,Defense,France,Right,1,Lean (170-185),85,46,61,69,63,61
R. Aya,67,67,825000,12000,30,184,79,US Salernitana 1919,Italian Serie A,LCB,Defense,Italy,Right,1,Normal (170-185),69,45,53,55,66,71
L. Capezzi,67,70,1300000,13000,26,178,72,US Salernitana 1919,Italian Serie A,RCM,Midfield,Italy,Right,1,Normal (170-185),47,59,68,66,59,59
E. Gyasi,67,67,1100000,7000,27,181,70,Spezia,Italian Serie A,ST,Attack,Ghana,Right,1,Lean (170-185),77,60,61,72,20,64
D. Heymans,67,72,1600000,6000,22,193,79,Venezia FC,Italian Serie A,RCM,Midfield,Belgium,Right,1,Lean (185+),61,68,65,66,55,68
K. Fila,67,72,1400000,6000,23,180,72,RC Strasbourg Alsace,French Ligue 1,RB,Defense,Poland,Right,1,Normal (170-185),81,47,60,61,61,68
G. Busio,67,81,2400000,4000,19,170,61,Venezia FC,Italian Serie A,CM,Midfield,United States,Right,1,Lean (170-),64,62,65,71,59,65
Salva Ferrer,67,73,1500000,5000,23,184,73,Spezia,Italian Serie A,LM,Midfield,Spain,Right,1,Normal (170-185),70,35,56,61,65,70
S. Ricci,67,84,2600000,8000,19,178,72,Empoli,Italian Serie A,CM,Midfield,Italy,Right,1,Lean (170-185),67,44,67,68,62,64
E. Colley,67,76,2300000,12000,21,182,75,Spezia,Italian Serie A,LW,Attack,Gambia,Right,1,Normal (170-185),80,65,51,69,21,51
F. Di Tacchio,66,66,700000,11000,31,186,81,US Salernitana 1919,Italian Serie A,CAM,Midfield,Italy,Left,1,Stocky (185+),51,50,58,59,64,86
P. Ceccaroni,66,69,1000000,5000,25,188,76,Venezia FC,Italian Serie A,LB,Defense,Italy,Left,1,Lean (185+),72,30,52,54,67,66
D. Chambost,66,72,1400000,5000,23,177,70,ESTAC Troyes,French Ligue 1,RM,Midfield,France,Left,1,Lean (170-185),64,64,66,66,52,65
M. Svoboda,66,74,1800000,5000,22,195,85,Venezia FC,Italian Serie A,RCB,Defense,Austria,Right,1,Normal (185+),58,41,53,58,65,77
W. Singo,66,81,2000000,8000,20,190,79,Torino F.C.,Italian Serie A,RM,Midfield,Côte d'Ivoire,Right,1,Lean (185+),77,40,57,67,62,59
M. Cho,66,82,2100000,1000,17,182,73,Angers SCO,French Ligue 1,RS,Attack,France,Left,1,Normal (170-185),75,66,53,68,24,49
A. Buongiorno,65,76,1500000,8000,22,194,80,Torino F.C.,Italian Serie A,LCB,Defense,Italy,Left,1,Lean (185+),59,43,52,54,65,66
B. Mendy,65,78,1700000,4000,21,191,82,Angers SCO,French Ligue 1,RDM,Midfield,France,Right,1,Lean (185+),60,40,57,51,66,72
H. Mbock,65,75,1600000,4000,21,186,82,Stade Brestois 29,French Ligue 1,RDM,Midfield,France,Right,1,Normal (185+),63,58,61,68,60,66
M. Ruggeri,65,78,1700000,4000,18,179,79,US Salernitana 1919,Italian Serie A,LM,Midfield,Italy,Left,1,Lean (170-185),65,49,62,64,64,63
A. Cambiaso,64,76,1400000,3000,21,181,72,Genoa,Italian Serie A,LM,Midfield,Italy,Left,1,Normal (170-185),68,52,63,67,65,52
W. Kechrida,64,69,800000,8000,25,184,75,US Salernitana 1919,Italian Serie A,RM,Midfield,Tunisia,Right,1,Lean (170-185),68,34,48,59,63,58
T. Livramento,62,80,975000,2000,18,173,65,Southampton,English Premier League,RB,Defense,England,Right,1,Normal (170-185),79,46,56,58,56,58
P. Hristov,61,74,750000,2000,22,191,85,Spezia,Italian Serie A,LCB,Defense,Bulgaria,Right,1,Lean (185+),47,31,36,39,63,66
